priority_rank,canonical_condition,canonical_condition_id,variant_id,question_id,question_text,contexts,source,reuse_bank_count,current_selection_level,current_urgency,default_selected,required,red_flag,clinical_rationale,follow_up_behavior,current_branching,feedback_action,proposed_text,proposed_selection_level,proposed_urgency,proposed_branching,reviewer,reviewed_at,rationale,disposition,accepted_by,accepted_at,feedback_id,row_type,bank_id,current_bank_version,current_question_version
57,Epilepsy,epilepsy,,ccm.seizure.rescue_plan,Do you or your caregiver need help understanding or obtaining the seizure rescue plan?,intake; monthly_checkin; care_plan_review,new,1,recommended,,true,false,false,Identifies education or access gaps for an established rescue plan.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:epilepsy:base:ccm.seizure.rescue_plan,question,ccm-bank.epilepsy,1,1
57,Epilepsy,epilepsy,,ccm.falls.had_fall,Have you fallen since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,32,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""fall-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.falls.date"",""ccm.falls.injury"",""ccm.falls.er_visit"",""ccm.falls.recurring""]}]}]}",,,,,,,,,pending,,,question:epilepsy:base:ccm.falls.had_fall,question,ccm-bank.epilepsy,1,1
57,Epilepsy,epilepsy,,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:epilepsy:base:ccm.specialist.pending_followup,question,ccm-bank.epilepsy,1,1
57,Epilepsy,epilepsy,,ccm.sleep.quality,How would you rate your sleep quality?,intake; monthly_checkin; care_plan_review; annual_review,existing,24,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:epilepsy:base:ccm.sleep.quality,question,ccm-bank.epilepsy,1,1
57,Epilepsy,epilepsy,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:epilepsy:base:ccm.goal.priority,question,ccm-bank.epilepsy,1,1
58,Psoriasis,psoriasis,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.general.health_change,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.medication.has_issue,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.function.daily_activity_difficulty,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.treatment.plan_barrier,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.specialist.visit_change,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.inflammatory.flare_change,"Compared with the last review, how have condition flares changed?",intake; monthly_checkin; care_plan_review,new,5,recommended,,true,false,false,Tracks inflammatory disease activity without combining separate symptoms into one diagnostic assumption.,Review worsening or high-burden responses during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.inflammatory.flare_change,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.inflammatory.infection_signs,Have you had a fever or other infection concern while using immune-suppressing treatment?,intake; monthly_checkin; care_plan_review,new,5,recommended,same_day,true,false,true,Screens for infection concerns when immune-suppressing treatment is actually in use.,A yes response creates a same_day clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-inflammatory-infection_signs-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""infection_concern_on_immunosuppression"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.inflammatory.infection_signs,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.psoriasis.skin_change,Have your psoriasis patches become more widespread or uncomfortable?,intake; monthly_checkin; care_plan_review,new,1,recommended,,true,false,false,Tracks skin disease burden in patient-appropriate language.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.psoriasis.skin_change,question,ccm-bank.psoriasis,1,1
58,Psoriasis,psoriasis,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:psoriasis:base:ccm.goal.priority,question,ccm-bank.psoriasis,1,1
59,Type 1 Diabetes,type_1_diabetes,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:base:ccm.general.health_change,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,,ccm.diabetes.latest_glucose,What was your most recent blood glucose reading?,intake; monthly_checkin; care_plan_review; annual_review,existing,3,recommended,same_day,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""glucose-low"",""when"":{""operator"":""less_than"",""value"":70},""actions"":[{""type"":""flag_for_review"",""code"":""low_glucose"",""urgency"":""same_day"",""providerNotification"":true}]},{""id"":""glucose-high"",""when"":{""operator"":""greater_than"",""value"":300},""actions"":[{""type"":""flag_for_review"",""code"":""high_glucose"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:base:ccm.diabetes.latest_glucose,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,,ccm.diabetes.low_episode,Have you had symptoms of low blood sugar since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,3,recommended,same_day,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""low-glucose-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""possible_hypoglycemia"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:base:ccm.diabetes.low_episode,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,,ccm.diabetes.foot_concern,"Do you have a new sore, blister, redness, or numbness in either foot?",intake; monthly_checkin; care_plan_review; annual_review,existing,3,recommended,same_day,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""foot-concern-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""diabetic_foot_concern"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:base:ccm.diabetes.foot_concern,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:base:ccm.medication.has_issue,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,kidney_complication,ccm.bp.latest_systolic,What was your most recent systolic blood pressure reading?,intake; monthly_checkin; care_plan_review; annual_review,existing,11,recommended,urgent,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""bp-very-high"",""when"":{""operator"":""greater_than_or_equal"",""value"":180},""actions"":[{""type"":""flag_for_review"",""code"":""very_high_systolic"",""urgency"":""urgent"",""providerNotification"":true}]},{""id"":""bp-low"",""when"":{""operator"":""less_than"",""value"":90},""actions"":[{""type"":""flag_for_review"",""code"":""low_systolic"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:kidney_complication:ccm.bp.latest_systolic,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,kidney_complication,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:kidney_complication:ccm.specialist.pending_followup,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,kidney_complication,ccm.coordination.open_need,"Do you need help arranging care, equipment, referrals, records, or services?",intake; monthly_checkin; care_plan_review; annual_review,existing,10,optional,routine,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.coordination.open_need-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_coordination_open_need"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:kidney_complication:ccm.coordination.open_need,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,ophthalmic_complication,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:ophthalmic_complication:ccm.function.daily_activity_difficulty,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,ophthalmic_complication,ccm.transportation.barrier,Has transportation caused you to miss or delay health care or medication pickup?,intake; monthly_checkin; care_plan_review; annual_review,existing,8,optional,routine,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.transportation.barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_transportation_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:ophthalmic_complication:ccm.transportation.barrier,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,ophthalmic_complication,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:ophthalmic_complication:ccm.specialist.pending_followup,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,foot_ulcer,ccm.pain.severity,What is your pain level today from 0 to 10?,intake; monthly_checkin; care_plan_review; annual_review,existing,20,recommended,same_day,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""high-pain"",""when"":{""operator"":""greater_than_or_equal"",""value"":8},""actions"":[{""type"":""flag_for_review"",""code"":""high_pain"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:foot_ulcer:ccm.pain.severity,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,foot_ulcer,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:foot_ulcer:ccm.function.daily_activity_difficulty,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,foot_ulcer,ccm.coordination.open_need,"Do you need help arranging care, equipment, referrals, records, or services?",intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.coordination.open_need-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_coordination_open_need"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:foot_ulcer:ccm.coordination.open_need,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,acute_metabolic_complication,ccm.hospital.had_admission,Have you been admitted to a hospital since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""hospital-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.hospital.discharge_date"",""ccm.hospital.reason"",""ccm.hospital.followup_complete""]}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:acute_metabolic_complication:ccm.hospital.had_admission,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,acute_metabolic_complication,ccm.emergency.had_visit,Have you visited an emergency department or urgent-care center since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,4,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""emergency-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.emergency.visit_date"",""ccm.emergency.reason"",""ccm.emergency.followup_complete""]}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:acute_metabolic_complication:ccm.emergency.had_visit,question,ccm-bank.type_1_diabetes,1,1
59,Type 1 Diabetes,type_1_diabetes,acute_metabolic_complication,ccm.coordination.open_need,"Do you need help arranging care, equipment, referrals, records, or services?",intake; monthly_checkin; care_plan_review; annual_review,existing,10,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.coordination.open_need-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_coordination_open_need"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:type_1_diabetes:acute_metabolic_complication:ccm.coordination.open_need,question,ccm-bank.type_1_diabetes,1,1
60,Essential Tremor,essential_tremor,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.general.health_change,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.medication.has_issue,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.function.daily_activity_difficulty,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.treatment.plan_barrier,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.specialist.visit_change,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.neuro.balance_change,Has your balance become worse since the last review?,intake; monthly_checkin; care_plan_review,new,10,recommended,,true,false,false,Detects neurologic functional decline and increased fall risk.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.neuro.balance_change,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.tremor.daily_tasks,"Is tremor making eating, drinking, writing, or dressing harder?",intake; monthly_checkin; care_plan_review,new,1,recommended,,true,false,false,Measures functional impact of tremor.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.tremor.daily_tasks,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.tremor.medication_effect,"If you use treatment for tremor, is it wearing off or causing a problem?",intake; monthly_checkin; care_plan_review,new,1,recommended,,true,false,false,Assesses treatment effectiveness and adverse effects without assuming medication use.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.tremor.medication_effect,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.falls.had_fall,Have you fallen since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,32,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""fall-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.falls.date"",""ccm.falls.injury"",""ccm.falls.er_visit"",""ccm.falls.recurring""]}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.falls.had_fall,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.specialist.pending_followup,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.sleep.quality,How would you rate your sleep quality?,intake; monthly_checkin; care_plan_review; annual_review,existing,24,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.sleep.quality,question,ccm-bank.essential_tremor,1,1
60,Essential Tremor,essential_tremor,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:essential_tremor:base:ccm.goal.priority,question,ccm-bank.essential_tremor,1,1
61,Parkinson Disease,parkinson_disease,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.general.health_change,question,ccm-bank.parkinson_disease,1,1
61,Parkinson Disease,parkinson_disease,,ccm.parkinson.mobility_change,"Compared with the last review, how has your walking changed?",intake; monthly_checkin; care_plan_review,new,1,recommended,soon,true,false,false,Tracks Parkinson-related mobility change with low cognitive load.,A worse response creates a soon provider-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""parkinson-mobility-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""parkinson_mobility_worse"",""urgency"":""soon"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:parkinson_disease:base:ccm.parkinson.mobility_change,question,ccm-bank.parkinson_disease,1,1
